block,embedding_mode,backend,backend_version,dimension,storage_type,dataset_id,corpus_size,scale_level,real_unique_segments,physical_rows,replication_factor,filter_selectivity_target,filter_selectivity_actual,strategy,pattern,returned_count,underfilled,filter_correctness,topk_agreement,ann_recall_vs_exact,quality_vs_groundtruth,p50_ms,p95_ms,p99_ms,cold_ms,ingest_s,index_build_s,vector_storage_mb,index_storage_mb,metadata_storage_mb,storage_amplification,index_params_json,settings_json,plan_used_vector_index,indexed_vectors_count,max_limit_setting,hardware_profile
C,synthetic,pgvector,pg16,512,vector/halfvec,auair,1866,L2,1866,1866,1.0,50pct,0.5,iterative_scan,C,10,False,True,1.0,1.0,,42.87,42.87,,42.87,,,,,,,"{""dimension"":512}","{""warmup"":0,""measured_repetitions"":1,""query_count"":1,""execution"":""smoke"",""error"":null,""notes"":[]}",True,,100,Windows-AMD64-docker-cpu
C,synthetic,pgvector,pg16,512,vector/halfvec,auair,1866,L2,1866,1866,1.0,10pct,0.10021436227224008,iterative_scan,C,10,False,True,1.0,1.0,,39.714,39.714,,39.714,,,,,,,"{""dimension"":512}","{""warmup"":0,""measured_repetitions"":1,""query_count"":1,""execution"":""smoke"",""error"":null,""notes"":[]}",True,,100,Windows-AMD64-docker-cpu
C,synthetic,pgvector,pg16,512,vector/halfvec,auair,1866,L2,1866,1866,1.0,1pct,0.010182207931404072,iterative_scan,C,10,False,True,1.0,1.0,,42.018,42.018,,42.018,,,,,,,"{""dimension"":512}","{""warmup"":0,""measured_repetitions"":1,""query_count"":1,""execution"":""smoke"",""error"":null,""notes"":[]}",True,,100,Windows-AMD64-docker-cpu
C,synthetic,pgvector,pg16,512,vector/halfvec,auair,1866,L2,1866,1866,1.0,0.1pct,0.0010718113612004287,iterative_scan,C,2,True,True,1.0,1.0,,24.063,24.063,,24.063,,,,,,,"{""dimension"":512}","{""warmup"":0,""measured_repetitions"":1,""query_count"":1,""execution"":""smoke"",""error"":null,""notes"":[]}",True,,100,Windows-AMD64-docker-cpu
C,synthetic,pgvector,pg16,512,vector/halfvec,auair,1866,L2,1866,1866,1.0,100pct,1.0,iterative_strict,C,10,False,True,1.0,1.0,,28.257,28.257,,28.257,,,,,,,"{""dimension"":512}","{""warmup"":0,""measured_repetitions"":1,""query_count"":1,""execution"":""smoke"",""error"":null,""notes"":[]}",True,,100,Windows-AMD64-docker-cpu
C,synthetic,pgvector,pg16,512,vector/halfvec,auair,1866,L2,1866,1866,1.0,50pct,0.5,iterative_strict,C,10,False,True,1.0,1.0,,43.57,43.57,,43.57,,,,,,,"{""dimension"":512}","{""warmup"":0,""measured_repetitions"":1,""query_count"":1,""execution"":""smoke"",""error"":null,""notes"":[]}",True,,100,Windows-AMD64-docker-cpu
C,synthetic,pgvector,pg16,512,vector/halfvec,auair,1866,L2,1866,1866,1.0,10pct,0.10021436227224008,iterative_strict,C,10,False,True,1.0,1.0,,36.018,36.018,,36.018,,,,,,,"{""dimension"":512}","{""warmup"":0,""measured_repetitions"":1,""query_count"":1,""execution"":""smoke"",""error"":null,""notes"":[]}",True,,100,Windows-AMD64-docker-cpu
C,synthetic,pgvector,pg16,512,vector/halfvec,auair,1866,L2,1866,1866,1.0,1pct,0.010182207931404072,iterative_strict,C,10,False,True,1.0,1.0,,33.488,33.488,,33.488,,,,,,,"{""dimension"":512}","{""warmup"":0,""measured_repetitions"":1,""query_count"":1,""execution"":""smoke"",""error"":null,""notes"":[]}",True,,100,Windows-AMD64-docker-cpu
C,synthetic,pgvector,pg16,512,vector/halfvec,auair,1866,L2,1866,1866,1.0,0.1pct,0.0010718113612004287,iterative_strict,C,2,True,True,1.0,1.0,,15.922,15.922,,15.922,,,,,,,"{""dimension"":512}","{""warmup"":0,""measured_repetitions"":1,""query_count"":1,""execution"":""smoke"",""error"":null,""notes"":[]}",True,,100,Windows-AMD64-docker-cpu
C,synthetic,pgvector,pg16,1024,vector/halfvec,auair,1866,L2,1866,1866,1.0,100pct,1.0,iterative_scan,C,10,False,True,1.0,1.0,,31.611,31.611,,31.611,,,,,,,"{""dimension"":1024}","{""warmup"":0,""measured_repetitions"":1,""query_count"":1,""execution"":""smoke"",""error"":null,""notes"":[]}",True,,100,Windows-AMD64-docker-cpu
C,synthetic,pgvector,pg16,1024,vector/halfvec,auair,1866,L2,1866,1866,1.0,50pct,0.5,iterative_scan,C,10,False,True,1.0,1.0,,55.226,55.226,,55.226,,,,,,,"{""dimension"":1024}","{""warmup"":0,""measured_repetitions"":1,""query_count"":1,""execution"":""smoke"",""error"":null,""notes"":[]}",True,,100,Windows-AMD64-docker-cpu
C,synthetic,pgvector,pg16,1024,vector/halfvec,auair,1866,L2,1866,1866,1.0,10pct,0.10021436227224008,iterative_scan,C,10,False,True,1.0,1.0,,40.077,40.077,,40.077,,,,,,,"{""dimension"":1024}","{""warmup"":0,""measured_repetitions"":1,""query_count"":1,""execution"":""smoke"",""error"":null,""notes"":[]}",True,,100,Windows-AMD64-docker-cpu
C,synthetic,pgvector,pg16,1024,vector/halfvec,auair,1866,L2,1866,1866,1.0,1pct,0.010182207931404072,iterative_scan,C,10,False,True,1.0,1.0,,37.21,37.21,,37.21,,,,,,,"{""dimension"":1024}","{""warmup"":0,""measured_repetitions"":1,""query_count"":1,""execution"":""smoke"",""error"":null,""notes"":[]}",True,,100,Windows-AMD64-docker-cpu
C,synthetic,pgvector,pg16,1024,vector/halfvec,auair,1866,L2,1866,1866,1.0,0.1pct,0.0010718113612004287,iterative_scan,C,2,True,True,1.0,1.0,,15.956,15.956,,15.956,,,,,,,"{""dimension"":1024}","{""warmup"":0,""measured_repetitions"":1,""query_count"":1,""execution"":""smoke"",""error"":null,""notes"":[]}",True,,100,Windows-AMD64-docker-cpu
C,synthetic,pgvector,pg16,256,vector/halfvec,auair,1866,L2,1866,1866,1.0,100pct,1.0,iterative_scan,C,10,False,True,1.0,1.0,,21.75,21.75,,21.75,,,,,,,"{""dimension"":256}","{""warmup"":0,""measured_repetitions"":1,""query_count"":1,""execution"":""smoke"",""error"":null,""notes"":[]}",True,,100,Windows-AMD64-docker-cpu
C,synthetic,pgvector,pg16,256,vector/halfvec,auair,1866,L2,1866,1866,1.0,50pct,0.5,iterative_scan,C,10,False,True,1.0,1.0,,54.05,54.05,,54.05,,,,,,,"{""dimension"":256}","{""warmup"":0,""measured_repetitions"":1,""query_count"":1,""execution"":""smoke"",""error"":null,""notes"":[]}",True,,100,Windows-AMD64-docker-cpu
C,synthetic,pgvector,pg16,256,vector/halfvec,auair,1866,L2,1866,1866,1.0,10pct,0.10021436227224008,iterative_scan,C,10,False,True,1.0,1.0,,39.847,39.847,,39.847,,,,,,,"{""dimension"":256}","{""warmup"":0,""measured_repetitions"":1,""query_count"":1,""execution"":""smoke"",""error"":null,""notes"":[]}",True,,100,Windows-AMD64-docker-cpu
C,synthetic,pgvector,pg16,256,vector/halfvec,auair,1866,L2,1866,1866,1.0,1pct,0.010182207931404072,iterative_scan,C,10,False,True,1.0,1.0,,43.904,43.904,,43.904,,,,,,,"{""dimension"":256}","{""warmup"":0,""measured_repetitions"":1,""query_count"":1,""execution"":""smoke"",""error"":null,""notes"":[]}",True,,100,Windows-AMD64-docker-cpu
C,synthetic,pgvector,pg16,256,vector/halfvec,auair,1866,L2,1866,1866,1.0,0.1pct,0.0010718113612004287,iterative_scan,C,2,True,True,1.0,1.0,,14.506,14.506,,14.506,,,,,,,"{""dimension"":256}","{""warmup"":0,""measured_repetitions"":1,""query_count"":1,""execution"":""smoke"",""error"":null,""notes"":[]}",True,,100,Windows-AMD64-docker-cpu
